Common,Scientific,Length,Recordist,Date,Country,Location,Type,ID,Class,Seconds,Name,NameCat,nType
Great Spotted Woodpecker,Dendrocopos major,0:55,Uku Paal,2017-06-24 00:00:00,Estonia,"Sõmerpalu, Sõmerpalu Parish, Võru maakond",begging call,XC376844,2,55,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:15,johannes buhl,2017-06-09 00:00:00,Germany,"Augsburg, Siebentischwald, east of past Behringer Hof",call,XC376599,2,15,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:08,Roby,2017-06-17 00:00:00,Switzerland,"Cimalmotto, Vallemaggia, Ticino",song,XC375987,2,8,Dendrocopos major,183,song
Great Spotted Woodpecker,Dendrocopos major,0:46,Manuel Grosselet,2017-06-03 00:00:00,France,"Bonrepos, Hautes-Pyrénées, Occitanie",begging call,XC374614,2,46,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:55,Esperanza Poveda,2017-04-19 00:00:00,Spain,"río jándula, sierra de andújar, jaén, andalucía",drumming,XC374475,2,55,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:23,Esperanza Poveda,2017-04-19 00:00:00,Spain,"río jándula, sierra de andújar, jaén, andalucía",drumming,XC374474,2,23,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:13,David Ramler,2017-06-05 00:00:00,Austria,"Sankt Pölten, Sankt Pölten-Land, Niederösterreich","alarm call, begging call",XC374019,2,13,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:06,Roby,2017-06-03 00:00:00,Switzerland,"Locarno, Locarno, Ticino","female, song",XC373561,2,6,Dendrocopos major,183,isong
Great Spotted Woodpecker,Dendrocopos major,0:09,Bernard King,2017-05-05 00:00:00,Ireland,"Threecastles, Wicklow, County Wicklow",call,XC372283,2,9,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:19,Lars Edenius,2017-05-11 00:00:00,Sweden,"Baggböle, Umeå, Västerbottens län","female, male",XC368898,2,19,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:59,Lars Edenius,2017-04-18 00:00:00,Sweden,"Stora Tuvan, Umeå, Västerbottens län",drumming,XC365129,2,59,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major pinetorum,0:04,Guy Kirwan,2017-04-14 00:00:00,United Kingdom,"Stafford District (near  Barlaston), Staffordshire, England",drumming,XC365045,2,4,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:59,Lars Edenius,2017-04-07 00:00:00,Sweden,"Umeå stad, Västerbottens län",drumming,XC363428,2,59,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:16,Olivier SWIFT,2017-01-10 00:00:00,Spain,"Abona (near  Vilaflor), Santa Cruz de Tenerife, Canarias",call,XC363075,2,16,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:10,GABRIEL LEITE,2017-04-04 00:00:00,United Kingdom,"Norwich, Norfolk, England",call,XC362830,2,10,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:35,Sauro Giannerini,2017-03-24 00:00:00,Italy,"Litoranea 6/CAMPING (near  Lido di Ostia), Città Metropolitana di Roma, Lazio",call,XC362434,2,35,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major major,0:26,Uku Paal,2017-03-29 00:00:00,Estonia,"Meeksi Parish, Tartu maakond",feeding,XC362048,2,26,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:12,Jordi Calvet,2017-03-21 00:00:00,Spain,"Esparreguera, riu Llobregat, Catalonia",drumming,XC361640,2,12,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:31,Olivier SWIFT,2017-03-24 00:00:00,France,"Bonrepos, Hautes-Pyrénées, Occitanie",drumming,XC361058,2,31,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:11,Uku Paal,2017-03-20 00:00:00,Estonia,"Tarvastu Parish, Viljandi maakond","drumming, male",XC360745,2,11,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:17,johannes buhl,2017-03-05 00:00:00,Germany,"Siebentischwald, Augsburg, Bavarian Swabia, Bavaria",alarm call,XC358334,2,17,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:08,Alexandre Moreira,2017-02-23 00:00:00,Portugal,"Vila Real, Vila Real",drumming,XC356546,2,8,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:13,Sonnenburg,2017-02-12 00:00:00,Germany,"Brandenburg (near  Heidesee), Brandenburg",call,XC355462,2,13,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major major,0:03,Uku Paal,2017-02-11 00:00:00,Estonia,"Meeri, Nõo Parish, Tartu maakond","drumming, male",XC355294,2,3,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major major,0:39,Ruslan Mazuryk,2017-02-11 00:00:00,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",call,XC355288,2,39,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:19,Stanislas Wroza,2017-02-04 00:00:00,France,"Brin-sur-Seille, Meurthe-et-Moselle, Grand Est","call, drumming",XC354346,2,19,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:29,Patrik Åberg,2016-12-27 00:00:00,Spain,"Pinar Chio, Tenerife, Canarias",drumming,XC349397,2,29,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:04,José Carlos Sires,2016-09-20 00:00:00,Spain,"arroyo algarbe, hinojos, huelva, andalucía",call,XC343452,2,4,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:08,Szymon Pławecki,2016-09-27 00:00:00,Poland,"Gmina Sobienie-Jeziory (near  Nowy Zambrzyków), otwocki, mazowieckie",alarm call,XC337675,2,8,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:39,Nick Komar,2016-09-17 00:00:00,Germany,"Hamburg, Hamburg","call, male",XC337147,2,39,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:35,Paulo Alves,2016-10-01 00:00:00,Portugal,"Barão de São João, Lagos, Faro",call,XC336813,2,35,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major canariensis,0:08,Yoann Blanchon,2016-04-09 00:00:00,Spain,"Madre del Agua (near  Vilaflor), Santa Cruz de Tenerife, Canarias",call,XC336052,2,8,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:07,borzolo,2016-06-15 00:00:00,Italy,"Benevento, Provincia di Benevento, Campania",call,XC335444,2,7,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:34,Albert Lastukhin,2016-08-05 00:00:00,Russian Federation,Alushta,call,XC331050,2,34,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:11,Albert Lastukhin,2016-08-05 00:00:00,Russian Federation,Alushta,call,XC331048,2,11,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:52,Dimitri,2016-08-09 00:00:00,Italy,"Sant'Egidio alla Vibrata, TE",call,XC330745,2,52,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major harterti,0:07,Jim Holmes,2016-07-29 00:00:00,France,"Restonica area, Corte, Haute-Corse, Corse",call,XC330669,2,7,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:23,Giuseppe Speranza,2013-07-07 00:00:00,Italy,"Narbolia, Provincia di Oristano, Sardegna",call,XC329078,2,23,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:17,Olivier SWIFT,2016-07-01 00:00:00,France,"Ordizan, Hautes-Pyrénées, Languedoc-Roussillon Midi-Pyrénées",call,XC325737,2,17,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:24,Joost van Bruggen,2016-06-07 00:00:00,Netherlands,"Nijkerk, Nijkerk, Gelderland","begging call, juvenile",XC321364,2,24,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:49,Albert Lastukhin,2016-05-04 00:00:00,Russian Federation,"Beloretskiy rayon, Respublika Bashkortostan",drumming,XC316901,2,49,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:31,brickegickel,2016-03-30 00:00:00,Germany,"Garmisch-Partenkirchen (near  Ettaler Forst), Oberbayern, Bayern","alarm call, call",XC310423,2,31,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:06,Wojciech Miczajka,2016-03-18 00:00:00,Poland,"Łaziska Górne, mikołowski, śląskie",drumming,XC307581,2,6,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:39,Eetu Paljakka,2016-02-27 00:00:00,Finland,"Tolsa, Kirkkonummi, Uusimaa",call,XC304888,2,39,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:03,Paulo Belo,2015-02-20 00:00:00,Portugal,"Telões, Vila Pouca de Aguiar, Vila Real","alarm call, female, male",XC304151,2,3,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:10,Jerome Fischer,2016-02-09 00:00:00,Switzerland,"Elfenau, Bern","call, female, flight call, male",XC303057,2,10,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:12,José Carlos Sires,2016-02-04 00:00:00,Spain,"parque del alamillo, sevilla, andalucía","call, male",XC302790,2,12,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:57,Manuel Grosselet,2016-01-10 00:00:00,France,"Valle du gesvres entre pont de forges et Pont de la Verriere, La Chapelle-sur-Erdre, Loire-Atlantique, Pays de la Loire",drumming,XC298853,2,57,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:42,Guido O. Keijl,2013-02-08 00:00:00,Netherlands,"Castricum, Castricum, Noord-Holland","call, drumming, female, male",XC293632,2,42,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:06,José Carlos Sires,2015-10-06 00:00:00,Spain,"parque del alamillo, sevilla, andalucía","call, male",XC288667,2,6,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:07,Eetu Paljakka,2015-09-27 00:00:00,Finland,"Porkkalanniemi, Kirkkonummi, Uusimaa",call,XC282936,2,7,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:38,José Carlos Sires,2015-06-28 00:00:00,Spain,"parque del alamillo, sevilla, andalucía",call,XC282741,2,38,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:35,José Carlos Sires,2015-05-27 00:00:00,Spain,"cerca del pantano de la minilla, sevilla, andalucía",call,XC278429,2,35,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:09,Eetu Paljakka,2013-02-00,Finland,"Enonkoski kirkonkylä, Southern Savonia",drumming,XC277632,2,9,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:28,Eetu Paljakka,2014-02-21 00:00:00,Finland,"Enonkoski kirkonkylä, Southern Savonia",drumming,XC268018,2,28,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:20,Eetu Paljakka,2014-02-21 00:00:00,Finland,"Enonkoski kirkonkylä, Southern Savonia",drumming,XC268016,2,20,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:02,José Carlos Sires,2015-05-04 00:00:00,Spain,"parque de las corchuelas, dos hermanas, sevilla, andalucía",drumming,XC266756,2,2,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:50,Eetu Paljakka,2013-04-27 00:00:00,Finland,"Laajakallio, Kirkkonummi, Uusimaa","alarm call, male",XC260304,2,50,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major harterti,0:35,Johannes Honold,2014-09-13 00:00:00,France,"Asco, Haute-Corse, Corse",call,XC246001,2,35,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,1:00,Terje Kolaas,2015-04-17 00:00:00,Norway,"Levanger, Nord-Trøndelag","drumming, female, male",XC236455,2,60,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:06,Bram Vogels,2015-04-12 00:00:00,Belgium,"Antwerpen, Antwerpen, Vlaams Gewest",drumming,XC235422,2,6,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:18,Klaus Fink,2015-03-09 00:00:00,Germany,"Wilhelmshaven, Niedersachsen, Heppenser Groden, Rüstringer ""Berg""",drumming,XC231483,2,18,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:14,Albert Lastukhin,2015-03-15 00:00:00,Russian Federation,"Zvenigovskiy rayon, Respublika Mariy El",call,XC217654,2,14,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:10,Albert Lastukhin,2015-03-15 00:00:00,Russian Federation,"Zvenigovskiy rayon, Respublika Mariy El",quiet dissatisfied,XC217653,2,10,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:48,Albert Lastukhin,2015-03-15 00:00:00,Russian Federation,"Zvenigovsky District, Mari El Republic",knocks,XC217408,2,48,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:40,Mikael Litsgård,1978-06-21 00:00:00,Sweden,"Falun, Dalarna",alarm call,XC212868,2,40,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:48,Mikael Litsgård,2014-06-12 00:00:00,Sweden,"Ärtsjöarna, Falun",drumming,XC212862,2,48,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:18,Eetu Paljakka,2013-02-00,Finland,"Enonkoski kirkonkylä, Southern Savonia",drumming,XC211124,2,18,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:15,Eetu Paljakka,2013-04-01 00:00:00,Finland,"Laajakallio, Kirkkonummi, Uusimaa",alarm call,XC208651,2,15,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:02,David Darrell-Lambert,2014-10-26 00:00:00,United Kingdom,"City of Westminster (near  London), Greater London, England",call,XC201625,2,2,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:39,Bart Gras,2014-10-20 00:00:00,Netherlands,Uden - Annabosje,call,XC199772,2,39,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:58,Rob van Bemmelen,2013-11-15 00:00:00,Netherlands,"Staatsbossen, De Koog, Texel",drumming,XC198902,2,58,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:16,Sonnenburg,2014-10-01 00:00:00,Germany,"Dahme-Heideseen (near  Heidesee), Brandenburg",call,XC197370,2,16,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major thanneri,0:13,Matthias Hemprich,2004-09-02 00:00:00,Spain,"Fataga (near  San Bartolomé de Tirajana), Las Palmas, Canary Islands",call,XC194888,2,13,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:16,Buhl Johannes,2014-08-28 00:00:00,Germany,"Augsburg, Siebentischwald, Nördl. Schiessplatzheide",call,XC193391,2,16,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:32,Stijn De Win,2010-05-15 00:00:00,Belgium,"Viersel, Antwerp, Flanders",call,XC193372,2,32,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:39,Tomasz Wałachowski,2014-05-24 00:00:00,Poland,"Gmina Nieporęt (near  Stanisławów Pierwszy), Legionowo County, Masovian Voivodeship",alarm call,XC180675,2,39,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:20,Sonnenburg,2014-05-08 00:00:00,Germany,"Dahme-Spreewald (near  Königs Wusterhausen), Brandenburg","alarm call, nestlings calling",XC177718,2,20,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:51,Albert Lastukhin,2014-03-25 00:00:00,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",drumming,XC171737,2,51,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:05,Sonnenburg,2014-03-31 00:00:00,Germany,"Dahme-Spreewald (near  Heidesee), Brandenburg",call,XC171731,2,5,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:02,Bernard BOUSQUET,2013-06-05 00:00:00,France,Rest stop near Omaisons,call,XC165734,2,2,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:23,Justin Jansen,2014-01-21 00:00:00,Netherlands,"Sint Anthonis, Sint Anthonis, North Brabant",call,XC165160,2,23,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major x Dendrocopos syriacus,0:21,Piotr Szczypinski,2013-08-17 00:00:00,Poland,"Mława (near  Mlawa), Mława County, Masovian Voivodeship","call, female",XC145598,2,21,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:36,Erik Roels,2013-06-10 00:00:00,Belgium,"Laarne, East Flanders, Flemish Region",alarm call,XC142085,2,36,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:27,Alexandre Renaudier,2013-04-15 00:00:00,France,"Margencel, Jouvernex (Haute-Savoie)",call,XC129599,2,27,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:32,Jerome Fischer,2013-04-13 00:00:00,Switzerland,"Corcelles-Cormondrèche, Boudry, Canton of Neuchâtel",call,XC129590,2,32,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:38,Herman van Oosten,2013-03-31 00:00:00,Poland,"Hajnówka, Hajnówka County, Podlaskie Voivodeship",call,XC128968,2,38,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:39,Jelmer Poelstra,2013-03-16 00:00:00,Sweden,"Hornbäcken, Östervåla area, Uppland",drumming,XC125673,2,39,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:22,Buhl Johannes,2013-01-07 00:00:00,Germany,"Augsburg, Siebentischwald , (HuWie)",alarm call,XC117019,2,22,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:22,Buhl Johannes,2012-09-08 00:00:00,Germany,Augsburg - Siebentischwald,alarm call,XC114820,2,22,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major pinetorum,0:33,Bram Piot,2012-05-20 00:00:00,Switzerland,"Bagnes, Valais",call,XC113838,2,33,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:13,Elias A. Ryberg,2012-11-24 00:00:00,Norway,"Brumunddal, Langodden, Furnesfjorden","call, male",XC113548,2,13,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:43,Bob Planque,2009-07-14 00:00:00,Netherlands,"Drievliet, Rijswijk, ZH",call,XC36898,2,43,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:15,Niels Krabbe,2009-05-30 00:00:00,Sweden,Hallands Väderö,begging calls of juveniles and male call at take-off from nest,XC35006,2,15,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:10,Niels Krabbe,1982-05-24 00:00:00,Denmark,Gurre Sø,call,XC25631,2,10,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:36,Niels Krabbe,2008-04-27 00:00:00,Denmark,Gundsømagle Sø,drumming,XC25570,2,36,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:17,Niels Krabbe,1988-07-02 00:00:00,Poland,Bialowieza,calls of fledged juveniles,XC25473,2,17,Dendrocopos major,183,icall
Zitting Cisticola,Cisticola juncidis juncidis,0:46,Giuseppe Speranza,2018-08-18 00:00:00,Italy,"Montenero di bisaccia (near  Marina di Montenero), Provincia di Campobasso, Molise",song,XC431788,0,46,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis juncidis,0:54,Giuseppe Speranza,2018-08-18 00:00:00,Italy,"Montenero di bisaccia (near  Marina di Montenero), Provincia di Campobasso, Molise",song,XC431697,0,54,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:26,Jorge Leitão,2017-07-16 00:00:00,Portugal,"Briteiros (Santo Estêvão), Guimarães, Braga",song,XC428927,0,26,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:15,Jorge Leitão,2017-04-07 00:00:00,Portugal,"Sítio de Cabanas, São Vicente, Braga, Braga","conflict song in flight, male, song",XC428267,0,15,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:19,Jorge Leitão,2018-06-23 00:00:00,Portugal,"Margem do Rio Minho, Vila Nova de Cerveira, Viana do Castelo",flight song,XC422791,0,19,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:38,Jorge Leitão,2018-06-23 00:00:00,Portugal,"Margem do Rio Minho, Vila Nova de Cerveira, Viana do Castelo",flight song,XC422725,0,38,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:14,David Nayer,2018-06-17 00:00:00,Austria,"Rosswiesen, Aigen im Ennstal, Steiermark","male, song",XC421643,0,14,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:33,Stanislas Wroza,2018-05-07 00:00:00,Spain,"Aljarafe (near  Isla Mayor), Sevilla, Andalucía",song,XC414716,0,33,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:10,João Tomás,2018-03-02 00:00:00,Cyprus,"Protaras, Ammochostos",flight call,XC405832,0,10,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:10,João Tomás,2018-03-02 00:00:00,Cyprus,"Paralimni, Ammochostos",flight call,XC405616,0,10,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:16,João Tomás,2018-01-06 00:00:00,Portugal,"Carreira, Leiria, Leiria",call,XC398540,0,16,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:55,Jordi Calvet,2017-08-05 00:00:00,Spain,Llacunes de Montral,"call, song",XC385618,0,55,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:30,José Carlos Sires,2017-04-21 00:00:00,Spain,"aznalcóllar, huelva, andalucía","male, song",XC384726,0,30,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:08,Paolo Matteucci,2017-08-14 00:00:00,Italy,"Fossano, Provincia di Cuneo, Piemonte",flight call,XC383101,0,8,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:16,Leo,2017-07-07 00:00:00,France,"Saint-Quay-Portrieux, Côtes-d'Armor, Bretagne",call,XC382344,0,16,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:28,Vincent Pourchaire,2018-09-09 00:00:00,France,"Birieux, La Dombes, Ain",song,XC434461,1,28,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:06,David Darrell-Lambert,2018-08-24 00:00:00,Spain,"Marina Alta (near  Xàbia), Alicante, Comunidad Valenciana",alarm call,XC432139,1,6,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:29,Dimitri,2018-06-01 00:00:00,Italy,"Sentina Natural Regional Reserve, San Benedetto del Tronto, AP",song,XC418159,1,29,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:18,AUDEVARD Aurélien,2018-04-22 00:00:00,France,"Hyères, Var, Provence-Alpes-Côte d'Azur","call, song",XC413333,1,18,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:21,AUDEVARD Aurélien,2018-04-22 00:00:00,France,"Hyères, Var, Provence-Alpes-Côte d'Azur",song,XC413325,1,21,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:55,Joost van Bruggen,2017-08-04 00:00:00,Greece,"Achaia, Western Greece, Peloponnisos Dytiki Ellada ke Ionio",song,XC383362,1,55,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:42,Yoann Blanchon,2017-07-05 00:00:00,Spain,"Bergantiños (near  Laxe), A Coruña, Galicia",song,XC380678,1,42,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis cisticola,0:11,Dries Van de Loock,2017-05-02 00:00:00,Spain,"PO de Arrocampo, Saucedilla, Extremadura",song,XC379588,1,11,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:08,Frank A. Roos,2017-07-02 00:00:00,Netherlands,"Hilversum, Hilversum, Noord-Holland",song,XC378257,1,8,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:35,Manuel Grosselet,2017-05-27 00:00:00,France,"Saint-Nazaire, Pyrénées-Orientales, Occitanie",song,XC374758,1,35,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:20,Manuel Grosselet,2017-05-27 00:00:00,France,"Saint-Nazaire, Pyrénées-Orientales, Occitanie",song,XC374756,1,20,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:20,Stanislas Wroza,2017-05-25 00:00:00,France,"Poussan, Hérault, Occitanie",alarm call,XC372504,1,20,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:10,Frank A. Roos,2016-08-06 00:00:00,Netherlands,"Groesbeek, Groesbeek, Gelderland",song,XC372254,1,10,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:42,Frank A. Roos,2016-08-06 00:00:00,Netherlands,"Groesbeek, Groesbeek, Gelderland",song,XC372252,1,42,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:13,Frank A. Roos,2016-08-06 00:00:00,Netherlands,"Groesbeek, Groesbeek, Gelderland",song,XC372250,1,13,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:03,Stanislas Wroza,2017-04-22 00:00:00,France,"Vic-la-Gardiole, Hérault, Occitanie",alarm call,XC367450,1,3,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:18,Matthias Hemprich,2014-07-25 00:00:00,Germany,"Eriskircher Ried FN, Bodenseekreis, Friedrichshafen, Baden-Württemberg",song,XC364765,1,18,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:33,Lars Edenius,2017-03-21 00:00:00,Greece,"Messinia, Peloponnese, Peloponnisos Dytiki Ellada ke Ionio",song,XC361670,1,33,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:42,Stanislas Wroza,2017-03-26 00:00:00,France,"Lansargues, Hérault, Occitanie","flight call, song",XC361630,1,42,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:16,Jerome Fischer,2017-03-10 00:00:00,Spain,"S´Albufera, Mallorca",call,XC359154,1,16,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:09,Stanislas Wroza,2016-12-22 00:00:00,France,"Guissény, Finistère, Bretagne","alarm call, call",XC347878,1,9,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:10,Tero Linjama,2011-04-01 00:00:00,France,"Lucciana, Haute-Corse, Corse",alarm call,XC347209,1,10,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:17,Jerome Fischer,2016-04-17 00:00:00,Portugal,"Alcochete, Alcochete, Setúbal",song,XC313576,1,17,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:21,Jerome Fischer,2016-03-04 00:00:00,Cyprus,"Paphos, Paphos",song,XC310878,1,21,Cisticola juncidis,149,song
